     GMT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
27/05/95,27,26,26,26,25,25,25,25,24,26,31,34,33,33,38,40,37,32,30,31,32,32,32,34
28/05/95,35,29,29,31,33,30,30,31,33,37,38,36,37,39,41,40,39,40,41,40,38,38,39,39
29/05/95,39,41,41,42,41,40,41,40,39,38,37,35,38,37,37,37,36,34,33,31,30,28,28,28
30/05/95,30,27,27,29,31,32,38,37,34,33,33,36,41,41,42,40,39,39,38,36,31,30,31,24
31/05/95,14,11,14,9,9,9,22,33,33,35,35,36,35,37,37,36,35,34,33,30,29,25,27,28
1/6/95,27,30,32,33,34,36,34,35,37,37,39,40,40,38,41,39,39,39,37,37,36,33,34,34
2/6/95,33,32,32,32,32,33,34,35,37,36,38,37,33,33,31,33,33,30,29,29,27,29,29,27
3/6/95,26,30,27,28,29,28,24,21,17,16,22,27,27,27,26,25,26,28,24,26,25,23,24,23
4/6/95,20,24,28,29,28,28,29,28,26,26,28,29,33,32,27,31,32,29,28,29,28,25,12,6
5/6/95,10,7,5,4,5,9,10,16,36,36,37,36,34,33,31,30,29,26,26,27,22,25,26,24
6/6/95,24,25,24,24,27,27,28,28,29,31,31,33,35,35,30,28,28,24,22,20,18,19,24,27
7/6/95,24,29,27,26,26,25,28,29,34,33,34,36,38,40,40,34,33,32,28,26,30,30,32,33
8/6/95,34,27,31,32,33,33,30,34,34,33,32,32,33,33,32,33,34,34,34,34,35,36,35,35
9/6/95,35,35,36,36,34,32,33,32,33,33,33,36,38,41,42,44,42,37,37,35,33,30,22,20
10/6/95,15,14,13,11,13,11,15,21,21,24,21,18,22,27,19,17,26,28,30,24,21,19,17,17
11/6/95,17,17,18,20,19,18,25,28,30,31,30,28,33,33,35,33,32,31,31,30,29,30,28,30
12/6/95,29,27,27,26,26,28,32,33,34,34,34,37,39,40,40,38,39,38,35,33,30,28,24,21
13/06/95,18,18,21,23,33,35,33,34,33,33,33,34,37,39,39,36,35,35,35,34,32,30,28,24
14/06/95,24,22,22,23,21,25,26,27,26,27,28,28,29,29,29,30,30,31,29,29,21,16,15,14
15/06/95,16,16,14,11,12,9,12,16,23,23,26,34,35,35,36,31,28,24,23,22,20,16,14,13
16/06/95,12,9,11,11,9,8,11,14,21,23,23,23,24,22,24,25,25,25,25,24,24,24,25,25
17/06/95,27,29,29,29,28,26,23,21,22,24,27,28,28,29,30,30,29,29,34,32,32,33,31,29
18/06/95,28,29,26,23,28,25,25,25,25,26,26,28,27,27,28,28,29,32,33,31,31,31,31,32
19/06/95,31,27,27,25,23,22,21,19,17,15,15,14,14,15,18,17,16,16,16,14,14,13,14,14
20/06/95,15,15,13,12,13,12,11,10,10,19,27,22,24,24,27,29,29,30,28,25,22,21,14,16
21/06/95,18,23,25,26,24,19,25,27,27,27,28,29,30,32,32,32,31,31,30,28,23,20,21,19
22/06/95,16,9,8,6,5,5,6,14,22,31,31,35,37,40,42,42,42,46,43,37,35,31,24,22
23/06/95,19,23,18,16,14,14,16,24,32,32,33,36,36,37,39,41,43,43,40,34,26,21,18,19
24/06/95,18,21,21,19,18,17,18,19,21,22,21,22,24,27,29,29,27,26,23,21,20,22,22,22
25/06/95,22,24,24,22,15,20,23,18,18,19,20,19,19,17,17,18,19,19,19,17,17,17,16,14
26/06/95,14,35,37,38,48,53,57,61,69,65,59,61,63,58,55,51,47,44,47,73,64,54,53,51
27/06/95,40,31,25,25,25,26,29,30,33,36,36,40,41,44,43,44,44,45,42,40,39,40,42,40
28/06/95,37,40,42,42,37,36,39,39,41,43,44,42,42,43,44,45,46,45,45,43,38,37,32,31
29/06/95,29,25,27,25,27,24,18,26,40,43,48,55,61,65,72,77,75,74,69,59,47,35,32,33
30/06/95,28,31,23,23,21,12,18,26,46,29,27,29,31,35,36,34,34,33,32,31,31,31,31,33
1/7/95,34,31,30,29,27,27,30,30,30,31,31,31,32,34,34,35,37,38,41,35,29,18,15,16
2/7/95,14,11,8,6,6,6,8,20,34,35,32,33,35,33,32,31,29,30,28,26,27,25,18,13
3/7/95,19,25,27,29,28,27,27,29,28,29,31,34,35,33,35,39,39,37,35,34,33,33,34,35
4/7/95,32,36,35,31,29,25,24,29,28,28,29,32,34,36,39,38,37,37,35,33,29,26,22,17
5/7/95,15,11,7,6,6,14,16,23,28,24,22,19,19,20,25,28,27,24,27,28,25,27,24,19
6/7/95,19,18,18,16,16,16,16,15,15,16,17,17,17,17,17,20,22,20,20,19,19,24,28,27
7/7/95,21,22,22,22,21,20,17,20,21,22,24,26,25,27,28,28,27,26,26,24,17,6,7,9
8/7/95,7,3,2,1,2,3,5,14,23,25,27,29,30,30,31,30,28,27,24,26,27,29,28,27
9/7/95,24,22,20,20,20,22,23,26,27,29,32,33,36,39,41,41,39,36,34,33,29,23,21,20
10/7/95,19,21,21,20,19,20,22,24,26,27,30,33,39,48,53,55,50,49,48,44,41,37,34,36
11/7/95,37,41,42,41,37,36,34,36,38,36,37,43,47,42,42,40,36,31,31,30,    ,    ,    ,    
12/7/95,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
13/07/95,    ,5,7,8,9,5,6,19,37,37,41,    ,49,47,47,50,51,52,51,48,26,15,15,13
14/07/95,13,12,13,17,23,24,21,19,26,33,36,35,27,28,28,34,36,35,33,30,30,27,24,30
15/07/95,23,22,17,18,13,11,16,22,25,24,25,29,29,34,33,28,27,25,26,24,21,16,16,31
16/07/95,32,24,27,31,32,31,29,25,27,30,31,32,32,32,32,30,31,32,33,30,24,17,17,26
17/07/95,26,27,30,28,26,25,24,21,22,24,24,25,27,30,31,30,31,31,29,28,30,29,29,33
18/07/95,32,32,30,26,26,24,21,18,20,22,24,21,18,20,26,26,27,27,27,30,31,30,26,27
19/07/95,17,10,11,5,5,11,13,7,7,11,10,11,12,12,14,16,13,13,13,11,10,10,10,11
20/07/95,10,10,9,9,9,9,10,10,10,10,11,14,16,17,19,18,17,14,13,12,12,12,16,21
21/07/95,21,21,22,26,27,24,22,21,24,23,25,27,28,28,29,31,31,30,28,27,26,26,26,27
22/07/95,25,27,27,24,25,27,27,27,26,28,28,28,28,29,29,28,28,28,27,25,26,25,23,21
23/07/95,18,22,23,24,24,22,24,26,25,25,26,27,26,26,27,27,26,26,26,27,25,24,21,19
24/07/95,19,15,12,12,8,8,10,12,25,28,28,24,22,20,17,21,23,23,19,17,9,2,5,8
25/07/95,7,7,8,7,8,7,11,23,33,47,61,61,56,54,55,58,56,53,54,44,35,30,25,13
26/07/95,16,11,10,12,14,18,27,31,35,42,48,47,51,55,58,61,68,65,64,55,47,42,41,41
27/07/95,38,32,32,30,25,22,23,29,31,41,48,56,57,56,55,57,55,52,49,41,35,24,18,11
28/07/95,12,10,10,14,19,22,35,33,35,34,32,32,32,33,33,28,24,20,17,15,17,19,18,19
29/07/95,19,19,19,17,17,18,17,22,25,25,30,34,35,35,37,37,35,35,31,28,13,9,11,7
30/07/95,7,9,10,9,11,10,17,21,28,39,55,58,61,60,55,58,61,64,57,66,60,42,38,40
31/07/95,42,41,39,35,33,32,38,42,47,51,55,66,73,70,71,74,74,72,64,53,48,49,47,40
1/8/95,38,44,48,47,49,44,45,46,44,46,52,46,37,39,41,47,58,62,57,51,44,39,40,39
2/8/95,37,38,40,41,40,36,36,37,38,40,44,47,49,53,61,64,65,64,57,51,41,35,32,30
3/8/95,25,27,27,25,26,29,32,36,37,38,37,39,40,36,35,37,38,37,35,31,27,27,24,22
4/8/95,22,25,24,23,21,20,21,22,23,23,24,25,27,30,32,33,34,34,32,31,28,28,26,23
5/8/95,19,24,26,24,24,22,22,23,23,23,23,24,25,27,29,30,31,32,33,31,28,22,18,17
6/8/95,15,18,16,15,14,12,9,13,24,27,30,33,34,34,33,38,36,34,32,30,26,24,23,21
7/8/95,20,17,16,15,14,14,18,22,24,25,24,25,25,27,27,33,29,30,28,27,22,21,22,23
8/8/95,22,15,13,12,8,6,7,21,24,26,29,    ,    ,    ,40,41,43,45,43,39,33,23,15,18
9/8/95,15,12,12,8,9,6,6,12,29,40,48,49,53,57,57,57,57,59,55,47,33,30,27,25
10/8/95,26,22,28,27,27,24,17,16,39,50,58,65,70,73,74,74,75,    ,80,74,60,46,39,36
11/8/95,33,35,32,29,28,26,28,37,57,68,68,82,90,91,88,88,92,    ,85,81,82,83,76,75
12/8/95,65,56,53,48,43,36,32,30,27,28,28,28,28,29,27,25,28,    ,21,21,18,23,21,20
13/08/95,16,14,11,11,10,8,10,18,19,22,23,25,25,25,24,25,26,    ,24,24,24,20,14,11
14/08/95,10,6,7,8,11,12,14,16,20,21,21,23,27,29,28,28,28,    ,29,29,24,19,21,16
15/08/95,14,17,16,10,9,7,9,18,23,21,24,28,29,31,32,33,33,    ,25,23,19,17,15,11
16/08/95,5,7,4,2,2,3,5,4,9,18,22,26,29,32,33,34,35,    ,32,21,10,8,9,7
17/08/95,8,13,15,10,8,7,8,11,15,26,31,39,40,41,47,54,57,57,51,45,33,33,32,30
18/08/95,23,23,24,23,17,12,13,17,21,25,33,40,    ,42,39,32,31,31,28,26,28,25,18,15
19/08/95,15,16,21,22,17,13,14,16,21,27,36,39,    ,38,40,46,53,53,55,47,34,28,23,20
20/08/95,17,14,13,12,9,10,9,6,26,44,51,68,    ,66,65,65,66,69,67,60,40,43,34,31
21/08/95,29,24,24,23,23,20,14,10,34,50,74,81,    ,86,91,91,91,90,83,77,61,47,45,34
22/08/95,31,31,24,29,25,20,33,46,43,46,44,45,    ,51,41,28,24,24,22,21,22,21,19,15
23/08/95,14,14,16,13,7,5,4,18,23,20,    ,29,28,29,31,32,33,31,30,27,27,23,22,18
24/08/95,15,13,12,11,9,8,14,21,19,18,21,22,22,22,20,17,18,17,16,16,21,21,20,23
25/08/95,31,35,33,36,35,38,37,37,31,27,25,24,24,23,20,21,21,20,17,16,17,19,22,19
26/08/95,18,19,19,21,18,18,21,21,22,24,24,22,25,26,26,25,24,25,21,10,16,19,19,19
27/08/95,24,27,28,30,29,27,26,28,27,27,28,28,29,30,29,29,27,26,25,24,25,27,23,23
28/08/95,24,24,26,27,26,27,23,26,29,31,31,31,31,33,33,33,31,28,26,25,24,23,23,22
29/08/95,17,16,16,13,13,10,13,16,16,16,17,18,17,18,18,19,19,19,17,13,12,12,10,10
30/08/95,9,7,7,5,5,6,11,13,16,20,23,26,31,30,27,29,25,19,12,9,7,8,5,3
31/08/95,2,5,2,1,3,3,4,9,11,19,21,23,26,29,27,25,27,28,27,24,21,20,17,11
1/9/95,11,7,6,5,5,3,2,2,6,13,24,24,24,25,25,22,23,19,16,14,13,10,9,12
2/9/95,21,15,23,29,25,20,15,15,21,25,25,24,24,24,25,23,23,24,23,21,21,20,20,15
3/9/95,11,7,6,6,    ,    ,21,28,29,31,32,34,36,36,39,40,38,39,38,33,33,33,33,31
4/9/95,27,25,28,22,23,22,15,19,34,33,36,37,40,39,40,36,35,31,22,21,20,19,23,22
5/9/95,18,23,25,28,30,27,19,15,16,22,24,23,23,23,21,    ,    ,    ,15,8,6,6,4,5
6/9/95,2,3,2,2,1,2,2,3,12,16,15,16,23,24,26,27,22,17,22,19,11,11,11,11
7/9/95,10,9,8,9,10,15,19,22,29,32,36,37,37,38,34,30,28,24,23,24,24,26,28,29
8/9/95,28,30,30,29,26,26,27,26,26,27,29,31,32,34,30,31,34,37,37,40,41,31,32,32
9/9/95,31,26,27,25,25,22,18,14,19,38,34,34,36,36,35,24,24,16,13,9,6,10,8,5
10/9/95,8,4,5,4,5,5,5,7,13,30,39,43,43,45,45,45,40,32,28,16,18,18,24,24
11/9/95,25,19,19,20,17,20,26,25,24,27,30,31,34,35,33,29,30,30,22,20,13,10,14,13
12/9/95,16,16,14,17,15,18,18,15,20,32,34,35,37,38,40,39,36,31,25,18,9,12,10,9
13/09/95,18,25,19,24,27,21,24,33,33,33,27,20,42,44,44,47,46,44,31,19,11,11,11,10
14/09/95,8,6,10,11,8,11,15,15,23,25,25,30,36,39,40,40,39,36,32,31,38,40,43,40
15/09/95,37,36,38,38,33,32,28,31,37,    ,31,41,40,41,39,37,29,26,15,7,7,8,5,3
16/09/95,4,5,8,5,6,7,5,6,17,33,35,34,34,37,41,37,33,28,19,12,16,14,17,23
17/09/95,21,18,15,18,18,20,19,24,25,25,27,28,30,30,31,34,33,32,32,29,29,26,27,29
18/09/95,27,30,30,32,33,34,35,35,38,38,41,41,41,41,42,42,38,32,27,19,20,24,25,23
19/09/95,24,23,23,21,21,20,17,19,25,29,30,32,33,34,30,30,29,28,24,21,21,24,19,19
20/09/95,20,19,21,19,18,19,8,10,13,25,28,30,33,36,35,35,32,32,23,19,16,14,11,10
21/09/95,5,6,5,4,5,4,3,4,5,11,14,15,20,18,18,20,22,21,19,16,18,20,18,13
22/09/95,14,15,15,14,15,15,15,16,13,27,30,33,33,33,32,31,30,28,27,25,24,20,20,15
23/09/95,14,13,14,14,13,12,12,13,14,14,18,24,27,27,28,28,28,28,28,28,27,26,26,25
24/09/95,27,29,29,27,28,28,28,26,26,27,27,28,28,27,27,27,25,19,24,20,17,23,26,19
25/09/95,16,14,13,13,19,20,25,26,24,23,22,22,22,22,21,22,22,22,22,22,32,33,30,30
26/09/95,30,30,31,32,33,31,30,30,29,29,31,32,31,31,31,30,28,26,24,18,19,15,18,22
27/09/95,22,25,24,24,27,29,28,28,30,28,30,30,29,29,29,30,29,28,25,23,22,20,19,18
28/09/95,17,12,8,6,8,10,10,11,16,25,24,24,29,30,31,31,30,29,28,27,26,26,25,15
29/09/95,15,14,14,13,13,13,14,11,22,27,28,29,28,28,29,30,25,20,10,13,10,8,5,7
30/09/95,3,3,4,6,5,2,4,2,4,17,24,29,29,29,26,22,21,21,21,20,19,15,16,14
1/10/95,12,19,26,25,27,28,30,30,29,31,31,32,31,29,27,28,28,26,25,26,25,25,25,25
2/10/95,26,26,27,26,27,27,27,27,28,28,29,30,31,31,32,32,32,33,32,32,33,33,33,33
3/10/95,33,33,32,33,35,34,30,26,24,28,30,31,32,31,30,28,28,24,22,19,18,18,26,24
4/10/95,20,21,22,26,27,28,29,34,36,34,33,34,33,33,32,30,29,28,26,25,24,25,26,27
5/10/95,27,27,27,26,25,25,26,25,25,25,25,26,29,28,28,27,27,26,25,26,26,26,25,26
6/10/95,22,17,18,21,20,22,24,25,24,23,26,30,30,31,31,30,29,29,29,28,27,28,26,25
7/10/95,23,30,29,27,25,25,24,24,25,24,29,31,31,32,31,26,24,21,21,11,12,13,17,24
8/10/95,25,26,25,25,27,30,32,31,31,30,29,32,41,49,50,50,51,51,50,50,49,47,40,34
9/10/95,28,22,20,22,25,31,37,34,34,37,37,34,31,31,32,31,29,18,13,10,8,7,4,4
10/10/95,5,6,8,16,28,29,27,29,28,29,30,32,32,31,32,31,29,25,22,16,10,10,8,6
11/10/95,5,8,8,7,8,12,17,19,19,21,20,16,14,13,12,13,11,11,12,18,17,32,38,38
12/10/95,38,38,38,36,35,33,31,30,29,29,26,24,26,26,25,22,21,24,28,34,35,33,33,34
13/10/95,35,34,33,33,34,34,36,36,36,35,35,36,35,33,33,31,31,31,28,29,27,23,18,13
14/10/95,12,14,13,12,15,16,13,16,20,27,33,38,46,48,47,43,38,28,20,15,13,10,8,9
15/10/95,11,12,13,13,23,24,23,21,20,28,29,25,24,24,25,25,25,26,24,23,22,22,21,24
16/10/95,25,28,29,31,31,28,27,26,26,27,28,30,29,27,26,26,27,24,22,16,14,16,24,24
17/10/95,23,24,24,26,30,34,32,32,31,29,31,32,32,29,30,31,32,30,29,27,27,25,26,26
18/10/95,26,21,20,23,26,28,19,19,21,22,25,28,29,29,28,27,25,24,23,22,22,24,25,27
19/10/95,27,27,26,26,25,25,27,28,31,33,32,31,32,31,31,30,27,26,25,24,23,25,28,27
20/10/95,25,23,22,21,18,16,17,16,16,19,24,29,30,30,29,20,14,12,9,5,5,6,6,5
21/10/95,5,5,7,4,5,4,5,4,2,3,7,10,12,15,17,16,14,11,10,17,20,19,26,30
22/10/95,30,31,32,34,33,34,35,38,37,37,37,36,35,34,32,30,30,33,33,32,32,30,30,31
23/10/95,31,31,31,31,32,31,31,31,30,30,29,30,30,29,29,31,32,29,28,29,25,20,19,17
24/10/95,15,15,17,20,25,28,33,34,31,30,28,27,26,28,28,27,25,26,28,27,33,34,35,36
25/10/95,35,34,29,29,28,25,24,27,29,29,30,31,31,31,31,32,31,33,33,34,33,33,32,32
26/10/95,33,33,33,33,33,34,35,35,35,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
27/10/95,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,26,24,22,21,21,23,20,22,22
28/10/95,20,21,21,21,21,18,16,17,14,17,20,24,20,21,23,22,16,12,7,4,3,4,3,2
29/10/95,2,4,3,2,4,3,4,4,7,8,21,18,16,19,21,19,15,10,6,4,5,5,5,3
30/10/95,2,4,3,4,5,4,4,6,5,6,5,7,6,11,12,11,11,15,15,15,15,16,17,    
31/10/95,25,29,28,28,29,28,26,23,22,20,18,23,25,26,25,22,20,20,18,22,19,15,12,10
1/11/95,8,9,10,11,13,24,20,19,23,23,18,18,21,25,19,19,17,14,14,14,14,12,12,13
2/11/95,12,11,9,6,5,5,5,2,2,2,5,10,23,24,24,22,18,22,13,8,7,10,10,8
3/11/95,8,12,14,7,12,14,16,21,24,28,30,30,28,28,28,27,23,23,19,15,13,9,10,10
4/11/95,10,10,8,8,7,7,6,7,8,8,11,23,29,33,30,24,14,10,7,8,5,7,8,6
5/11/95,6,4,5,3,4,3,2,4,4,3,5,10,12,13,16,14,14,12,13,16,15,14,13,12
6/11/95,12,11,10,12,12,12,14,14,15,18,17,17,17,18,20,26,24,19,19,20,21,22,22,20
7/11/95,16,15,14,14,12,12,12,15,15,15,14,17,19,20,23,22,22,27,21,18,16,15,14,16
8/11/95,17,19,16,18,21,20,21,22,23,23,23,22,    ,20,22,17,23,23,26,24,19,26,25,24
9/11/95,21,23,11,9,8,8,10,6,7,5,9,13,24,23,18,21,21,20,19,15,13,12,12,13
10/11/95,13,9,8,11,15,14,13,16,17,20,20,24,25,25,27,29,29,31,31,31,31,30,28,29
11/11/95,31,29,28,26,23,23,24,24,22,20,20,19,18,14,13,11,13,11,7,8,10,10,10,13
12/11/95,14,10,7,5,5,5,6,6,6,8,9,11,12,11,11,12,12,11,12,14,15,15,15,15
13/11/95,14,13,14,13,13,13,11,10,10,10,10,11,11,12,12,9,7,3,2,2,2,1,2,2
14/11/95,3,2,2,3,4,3,2,3,2,3,4,    ,8,8,10,9,10,10,8,7,7,6,8,10
15/11/95,12,17,15,16,18,17,16,17,18,20,21,20,17,16,19,29,34,35,35,34,34,35,36,37
16/11/95,37,36,35,35,34,33,34,32,30,28,30,31,31,30,30,29,27,28,28,28,26,26,27,29
17/11/95,29,28,29,28,28,28,27,27,27,29,29,28,29,30,29,29,27,24,25,27,25,27,27,27
18/11/95,26,27,25,25,21,23,18,14,12,12,15,29,31,32,31,32,33,32,33,32,32,32,33,34
19/11/95,33,32,30,30,31,30,28,30,32,31,32,32,32,33,32,30,26,27,26,27,18,13,10,7
20/11/95,5,8,6,7,6,7,6,10,6,7,11,13,16,15,18,14,13,16,17,17,16,14,13,14
21/11/95,13,14,18,21,22,23,21,20,18,15,13,12,11,9,9,8,6,5,5,4,5,6,7,9
22/11/95,18,25,26,28,27,27,31,32,32,32,32,31,29,31,28,25,22,20,20,23,26,28,28,30
23/11/95,30,32,32,32,32,32,31,30,29,29,29,30,30,30,30,30,31,32,33,35,35,35,36,37
24/11/95,36,36,36,36,36,35,35,35,35,35,35,34,33,33,32,33,32,33,31,34,33,28,20,24
25/11/95,25,26,28,28,28,30,29,28,28,29,30,30,27,25,24,21,16,14,10,9,13,15,16,19
26/11/95,19,20,21,20,19,17,13,14,11,13,16,19,22,21,19,18,17,13,10,9,9,7,8,11
27/11/95,11,13,17,14,13,14,15,19,18,20,21,22,21,19,21,22,21,17,15,13,13,15,16,19
28/11/95,18,16,12,10,11,13,15,18,16,16,17,19,21,21,19,16,14,12,16,20,21,21,18,17
29/11/95,15,14,15,15,16,16,15,15,19,18,18,17,17,15,13,11,12,9,13,11,11,13,12,13
30/11/95,12,6,13,12,13,18,19,18,22,23,22,20,19,19,18,19,17,17,16,15,19,17,14,11
1/12/95,8,7,6,6,6,7,8,7,7,6,7,6,3,2,2,1,1,1,4,4,5,5,5,5
2/12/95,5,5,5,8,6,6,8,6,4,4,4,5,5,5,7,7,9,9,6,5,5,5,5,6
3/12/95,5,5,4,3,3,5,7,7,7,11,12,11,16,29,35,36,35,34,31,28,31,33,33,31
4/12/95,31,31,26,13,10,12,15,19,21,25,23,20,21,20,19,22,21,16,20,17,16,19,21,22
5/12/95,21,25,28,27,28,28,28,30,28,29,28,29,29,29,29,30,30,30,29,28,28,28,27,27
6/12/95,27,27,26,26,27,29,27,26,25,27,27,27,27,28,28,28,28,29,29,29,28,29,29,29
7/12/95,28,29,26,27,26,26,24,22,19,16,16,15,16,13,13,12,10,9,8,7,6,5,4,4
8/12/95,4,4,3,4,3,2,1,2,2,4,5,    ,5,5,4,2,1,1,1,1,1,1,1,1
9/12/95,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,    ,    
10/12/95,19,16,20,21,24,21,21,22,21,18,17,20,21,20,21,19,19,18,18,16,15,8,13,15
11/12/95,15,12,8,5,5,6,5,7,9,9,8,8,11,19,15,15,13,13,11,7,9,10,9,7
12/12/95,3,2,3,3,4,5,7,5,6,7,9,14,17,17,16,16,18,22,23,23,23,24,23,22
13/12/95,23,29,33,34,34,34,34,35,34,34,34,33,33,35,34,33,33,33,32,32,33,33,35,34
14/12/95,32,33,34,34,32,32,32,31,30,28,24,25,26,27,26,27,28,28,27,29,29,29,30,29
15/12/95,30,27,30,31,31,30,31,31,30,29,29,31,33,31,31,30,29,32,32,34,34,33,32,33
16/12/95,34,33,34,34,33,33,33,33,33,32,32,32,32,31,31,33,32,31,31,31,32,32,31,31
17/12/95,31,31,32,33,33,32,33,33,32,32,32,31,32,31,31,31,31,31,31,31,32,33,32,31
18/12/95,30,26,23,23,27,26,23,24,23,22,16,25,29,29,25,24,19,20,14,19,23,20,18,18
19/12/95,15,28,27,26,28,32,31,29,29,29,28,28,28,29,30,28,29,30,31,30,28,27,32,32
20/12/95,33,35,36,35,35,32,31,32,31,31,29,31,34,34,32,30,28,24,22,22,23,20,21,21
21/12/95,20,21,23,23,22,24,22,23,23,23,20,19,18,21,24,20,14,12,13,19,19,13,9,6
22/12/95,8,8,5,3,1,1,1,1,1,1,2,8,16,23,27,29,30,32,34,34,32,30,31,31
23/12/95,32,32,33,33,33,34,34,34,34,36,34,33,31,30,30,28,28,29,29,26,26,24,27,24
24/12/95,23,21,23,21,24,24,25,26,27,28,26,32,33,32,30,27,27,26,27,30,33,34,36,36
25/12/95,37,33,34,36,36,37,36,35,35,34,33,33,33,32,34,34,35,34,34,34,34,33,33,34
26/12/95,34,33,31,32,34,34,34,35,32,29,33,35,34,34,34,34,32,31,28,27,24,20,20,21
27/12/95,24,22,20,23,23,27,24,23,27,23,26,24,26,27,27,27,27,26,25,28,27,27,24,27
28/12/95,27,26,29,28,30,29,28,28,27,26,26,29,31,32,32,33,32,30,31,31,31,31,30,31
29/12/95,30,27,25,25,24,26,23,22,21,23,25,26,28,29,29,28,27,25,24,23,22,23,25,24
30/12/95,24,25,25,25,27,30,26,28,31,33,35,35,35,35,35,34,34,34,35,35,35,36,36,35
31/12/95,35,33,33,32,32,32,32,32,31,30,29,29,28,28,27,26,25,24,23,22,21,20,19,    
